Rank,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
62,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0,87,0.645,0.375,0.832,112.028,-5.595,0.0294,0.00264,0.199,0.00106
63,"['dance pop', 'dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'tropical house', 'uk dance']",62,66,0.441,0.182,0.921,175.001,-3.32,0.0436,6.34e-06,0.177,0.000526
64,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",0,71,0.787,0.947,0.848,121.989,-4.696,0.0549,0.0,0.15,0.0915
65,"['dance pop', 'pop']",55,83,0.308,0.109,0.563,85.901,-9.169,0.0719,4.58e-06,0.134,0.527
66,"['dance pop', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']",62,77,0.68,0.468,0.84,104.975,-3.823,0.0414,8.66e-06,0.143,0.0457
67,"['dance pop', 'hip hop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",54,66,0.733,0.701,0.676,97.448,-5.655,0.0432,0.0,0.208,0.0697
68,"['dance pop', 'edm', 'pop', 'pop dance']",2,85,0.545,0.458,0.78,125.014,-4.867,0.0436,4.64e-05,0.0828,0.0309
69,[],66,56,0.83,0.735,0.52,104.99,-8.714,0.0376,1.25e-05,0.0656,0.000792
70,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",71,75,0.742,0.431,0.595,101.013,-7.51,0.107,0.0,0.111,0.15
71,['german pop'],73,77,0.885,0.728,0.581,114.016,-8.813,0.0378,0.000204,0.0759,0.427
72,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0,87,0.653,0.545,0.829,124.989,-4.783,0.0377,1.5e-06,0.225,0.000739
73,"['dance pop', 'pop', 'uk pop']",80,86,0.677,0.493,0.485,82.001,-5.795,0.0361,2.04e-05,0.0766,0.529
74,"['pop', 'uk pop']",81,96,0.781,0.591,0.445,78.998,-6.061,0.0295,0.0,0.184,0.474
75,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",72,90,0.841,0.616,0.522,99.059,-5.963,0.049,1.37e-06,0.188,0.0168
76,"['dutch hip hop', 'tropical house']",2,69,0.829,0.45,0.51,119.993,-9.334,0.0369,0.0014,0.0829,0.00821
77,"['deep groove house', 'house', 'pop dance', 'uk dance']",72,62,0.814,0.726,0.622,119.976,-7.573,0.0492,0.72,0.0658,0.000132
78,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",66,81,0.718,0.96,0.792,90.949,-3.519,0.105,3.65e-06,0.0399,0.0467
79,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",71,87,0.544,0.51,0.915,126.094,-3.405,0.0841,0.000914,0.115,0.129
80,"['indie poptimism', 'pop']",2,88,0.439,0.104,0.153,116.76,-8.95,0.0479,0.0,0.107,0.874
81,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",62,76,0.67,0.235,0.476,96.975,-6.253,0.0406,0.0,0.104,0.328
82,"['hollywood', 'show tunes']",73,74,0.543,0.371,0.485,136.961,-6.85,0.0305,0.0,0.12,0.558
83,"['australian dance', 'australian pop', 'pop']",69,88,0.421,0.499,0.791,130.075,-4.998,0.0496,1.48e-05,0.146,0.0117
84,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",69,82,0.407,0.247,0.725,196.093,-5.346,0.188,2.46e-06,0.306,0.0141
85,"['pop', 'uk pop']",69,96,0.818,0.939,0.67,119.988,-4.451,0.0472,1.22e-06,0.0601,0.304
86,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",53,90,0.716,0.124,0.67,86.01,-5.779,0.194,0.0,0.109,0.251
87,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,73,0.711,0.663,0.508,98.098,-7.299,0.0502,0.0,0.141,0.0355
88,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",67,73,0.609,0.76,0.885,124.959,-5.469,0.0642,1.15e-05,0.336,0.00521
89,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0,78,0.826,0.666,0.571,153.972,-4.871,0.064,7.38e-06,0.207,0.0239
90,"['dance pop', 'pop', 'r&b']",69,87,0.589,0.401,0.621,140.03,-6.902,0.0468,0.00104,0.181,0.00969
91,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",44,91,0.614,0.411,0.972,127.966,-3.927,0.088,0.0186,0.328,0.00125
92,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",67,90,0.702,0.446,0.629,141.967,-4.292,0.041,0.0,0.0963,0.0506
93,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'viral pop']",69,68,0.407,0.0765,0.147,141.284,-8.822,0.0355,2.89e-06,0.0913,0.857
94,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",3,78,0.714,0.406,0.451,127.787,-8.268,0.0276,0.0,0.108,0.0883
95,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",65,85,0.697,0.721,0.621,81.946,-6.886,0.25,0.0,0.162,0.0802
96,"['aussietronica', 'australian electropop', 'australian pop', 'edm']",48,60,0.525,0.383,0.803,100.094,-4.052,0.0492,0.000868,0.29,0.00129
97,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0,86,0.789,0.66,0.915,127.955,-3.263,0.248,8.77e-06,0.0818,0.0135
98,"['dance pop', 'piano rock', 'pop', 'pop rock']",59,86,0.719,0.738,0.935,120.022,-3.752,0.0589,0.0,0.0973,0.167
99,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']",67,70,0.636,0.463,0.761,120.837,-7.752,0.035,0.00784,0.0851,0.00377
100,"['deep house', 'deep tropical house', 'edm', 'pop dance', 'tropical house']",50,66,0.686,0.0951,0.524,124.938,-7.251,0.0343,0.0569,0.14,0.649
1,"['dance pop', 'pop']",81,80,0.856,0.928,0.609,114.988,-7.223,0.0824,8.15e-05,0.0344,0.00801
2,"['pop', 'uk pop']",81,96,0.781,0.591,0.445,78.998,-6.061,0.0295,0.0,0.184,0.474
3,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,88,0.689,0.283,0.481,80.025,-7.503,0.0815,1.03e-06,0.0649,0.369
4,"['canadian pop', 'pop']",77,96,0.845,0.793,0.567,125.02,-8.118,0.0956,0.00142,0.0811,0.59
5,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",73,79,0.723,0.274,0.809,98.007,-3.081,0.0625,0.00123,0.565,0.00346
6,"['canadian contemporary r&b', 'canadian pop', 'pop']",75,97,0.659,0.426,0.381,119.844,-5.922,0.0304,0.0,0.0972,0.385
7,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",78,81,0.262,0.275,0.606,189.857,-6.646,0.0484,0.0,0.125,0.247
8,['pop'],78,98,0.553,0.467,0.664,140.06,-7.417,0.0741,0.0056,0.106,0.0709
9,"['dance pop', 'pop', 'uk pop']",79,86,0.656,0.481,0.627,99.933,-6.627,0.0379,2.17e-05,0.124,0.343
10,"['dance pop', 'pop']",78,93,0.628,0.104,0.593,125.026,-5.036,0.0323,1.65e-06,0.096,0.093
11,['pop'],82,98,0.76,0.57,0.703,95.997,-5.412,0.054,0.0,0.0913,0.103
12,"['boy band', 'pop', 'post-teen pop', 'talent show']",76,89,0.647,0.396,0.823,99.933,-5.231,0.0762,0.0,0.119,0.0598
13,"['reggae fusion', 'virgin islands reggae']",76,67,0.509,0.55,0.671,118.413,-5.709,0.0678,0.0,0.0452,0.304
14,"['canadian pop', 'dance pop', 'pop', 'viral pop']",78,90,0.746,0.746,0.754,149.882,-6.684,0.0676,0.0,0.0486,0.0152
15,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",1,84,0.777,0.843,0.896,111.987,-4.467,0.0619,0.0,0.317,0.0352
16,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",80,87,0.721,0.724,0.802,124.022,-5.797,0.0583,0.0,0.694,0.0921
17,"['dance pop', 'pop', 'post-teen pop']",0,85,0.586,0.319,0.613,114.101,-5.593,0.0386,0.000183,0.0853,0.00441
18,"['boy band', 'pop', 'post-teen pop', 'talent show']",79,89,0.73,0.595,0.703,138.113,-5.672,0.0369,0.0,0.0657,0.109
19,['pop'],70,98,0.654,0.221,0.655,170.16,-7.388,0.106,0.0,0.139,0.0294
20,"['dance pop', 'edm', 'pop', 'pop dance']",84,85,0.527,0.654,0.835,125.983,-5.298,0.0433,0.0,0.249,0.0166
21,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0,79,0.658,0.789,0.741,98.024,-2.86,0.0536,0.0,0.189,0.141
22,"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']",0,83,0.627,0.608,0.749,91.522,-4.453,0.0415,0.0,0.0763,0.0526
23,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",78,87,0.646,0.418,0.823,128.035,-4.123,0.0394,0.0,0.322,0.213
24,['pop'],77,98,0.588,0.487,0.791,94.933,-5.595,0.0402,0.00258,0.118,0.00245
25,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",72,80,0.655,0.832,0.782,79.427,-4.789,0.185,0.0,0.317,0.375
26,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",73,79,0.583,0.276,0.732,145.992,-5.728,0.0457,9.86e-06,0.269,0.00312
27,"['canadian pop', 'pop']",0,96,0.609,0.515,0.378,100.418,-9.828,0.438,0.0,0.28,0.835
28,"['dance pop', 'pop']",74,93,0.472,0.24,0.714,98.992,-4.389,0.0334,0.0,0.0764,0.00937
29,"['dance pop', 'edm', 'pop', 'pop dance']",79,85,0.579,0.613,0.736,127.999,-3.863,0.0527,0.0,0.198,0.31
30,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",81,73,0.578,0.619,0.866,128.038,-3.804,0.0619,0.0,0.257,0.00701
31,"['dance pop', 'pop', 'post-teen pop']",0,76,0.616,0.343,0.765,122.916,-6.75,0.078,0.0,0.149,0.0029
32,"['modern rock', 'pop']",0,73,0.373,0.605,0.858,120.063,-6.536,0.0889,0.0016,0.256,0.00407
33,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",45,75,0.622,0.599,0.808,122.121,-4.701,0.0418,5.63e-05,0.215,0.00543
34,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'social media pop', 'urban contemporary']",72,67,0.712,0.411,0.564,95.95,-6.527,0.047,0.0,0.0874,0.0266
35,"['dance pop', 'pop', 'post-teen pop']",69,86,0.672,0.438,0.593,98.02,-4.01,0.0304,0.0,0.214,0.0223
36,"['canadian pop', 'pop']",80,96,0.654,0.41,0.76,99.945,-3.669,0.045,0.0,0.299,0.0797
37,"['canadian contemporary r&b', 'canadian pop', 'pop']",83,97,0.585,0.137,0.564,113.003,-7.063,0.0515,0.0,0.135,0.0671
38,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.688,0.565,0.532,164.068,-8.361,0.0875,3.08e-06,0.172,0.0356
39,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",66,79,0.736,0.114,0.761,119.999,-5.449,0.0338,0.0,0.0823,0.0966
40,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",77,80,0.63,0.417,0.53,108.038,-7.259,0.0434,0.0,0.177,0.4
41,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",75,91,0.596,0.525,0.73,85.979,-4.091,0.151,0.0,0.325,0.24
42,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0,76,0.458,0.417,0.623,147.635,-7.109,0.0505,5.08e-06,0.11,0.322
43,"['dance pop', 'neo mellow', 'pop', 'pop rock']",76,67,0.564,0.33,0.714,175.924,-4.987,0.129,0.0,0.155,0.0549
44,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",85,89,0.588,0.337,0.521,85.012,-9.461,0.0329,0.149,0.123,0.0678
45,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",73,73,0.884,0.594,0.765,99.987,-3.865,0.0882,7.04e-06,0.118,0.063
46,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.377,0.264,0.595,144.464,-5.936,0.0489,0.0,0.095,0.303
47,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",70,80,0.775,0.95,0.825,139.091,-5.402,0.0464,1.03e-06,0.111,0.0506
48,"['australian pop', 'pop soul']",70,60,0.513,0.235,0.768,84.264,-4.868,0.0587,1.94e-05,0.294,0.0118
49,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",76,87,0.738,0.336,0.868,122.003,-4.373,0.0731,0.00169,0.388,0.0392
50,"['dance pop', 'pop', 'post-teen pop']",64,86,0.616,0.621,0.789,83.066,-4.874,0.0377,0.0,0.142,0.053
51,"['dance pop', 'pop', 'post-teen pop']",64,85,0.594,0.344,0.749,130.064,-6.251,0.0677,0.000139,0.0869,0.00188
52,['dance pop'],77,69,0.782,0.603,0.685,118.016,-6.237,0.0309,1.18e-05,0.16,0.166
53,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.59,0.537,0.833,94.963,-6.503,0.0615,5.35e-06,0.105,0.0142
54,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",71,68,0.681,0.181,0.521,94.997,-5.849,0.141,8.41e-05,0.108,0.12
55,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",0,80,0.561,0.375,0.877,130.003,-2.215,0.0659,8.11e-06,0.28,0.00621
56,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",77,92,0.582,0.354,0.272,205.846,-5.662,0.0501,0.0,0.13,0.875
57,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",0,75,0.754,0.582,0.799,122.037,-6.419,0.0553,0.0,0.351,0.0289
58,"['canadian contemporary r&b', 'canadian pop', 'pop']",78,97,0.705,0.583,0.769,107.949,-5.526,0.0425,0.0,0.105,0.113
59,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,76,0.618,0.603,0.717,190.05,-5.738,0.318,0.0,0.625,0.00256
60,"['edm', 'electro house', 'pop dance']",73,65,0.432,0.197,0.781,139.432,-4.038,0.0567,4.21e-06,0.0789,0.041
61,"['dance pop', 'pop', 'post-teen pop']",64,86,0.757,0.398,0.884,120.012,-5.488,0.0404,5.87e-05,0.0973,0.00795
62,"['dance pop', 'pop', 'viral pop']",68,86,0.795,0.815,0.616,110.015,-5.281,0.06,0.0,0.349,0.417
63,"['irish singer-songwriter', 'pop']",81,82,0.566,0.437,0.664,128.945,-5.303,0.0464,0.0,0.116,0.634
64,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",77,98,0.891,0.552,0.628,134.966,-7.863,0.0551,0.00019,0.0504,0.00258
65,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",74,81,0.506,0.383,0.805,126.008,-4.119,0.0469,0.00193,0.0856,0.00711
66,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,83,0.688,0.74,0.702,94.006,-4.792,0.0499,0.0,0.128,0.0215
67,"['dance pop', 'hip hop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",71,66,0.733,0.701,0.676,97.448,-5.655,0.0432,0.0,0.208,0.0697
68,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",74,85,0.775,0.656,0.68,114.025,-5.508,0.0629,0.0,0.109,0.00906
69,"['dance pop', 'pop', 'post-teen pop']",67,86,0.811,0.466,0.499,111.016,-7.161,0.118,2.44e-06,0.342,0.0147
70,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",77,80,0.418,0.604,0.724,78.521,-3.724,0.0964,0.0,0.112,0.213
71,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0,81,0.699,0.742,0.688,154.943,-6.607,0.0522,4.11e-06,0.0863,0.264
72,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",0,76,0.559,0.466,0.848,119.977,-4.125,0.0388,0.0,0.382,0.0665
73,"['dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",65,70,0.699,0.499,0.883,127.961,-3.226,0.219,0.0,0.817,0.0288
74,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",0,80,0.379,0.359,0.799,120.892,-4.031,0.163,0.0,0.0793,0.0804
75,"['modern rock', 'rock']",83,85,0.734,0.648,0.637,169.977,-5.677,0.141,2.29e-05,0.0602,0.0462
76,[],66,56,0.83,0.735,0.52,104.99,-8.714,0.0376,1.25e-05,0.0656,0.000792
77,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",68,83,0.87,0.457,0.464,112.974,-8.337,0.178,0.0,0.0902,0.205
78,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",67,76,0.746,0.817,0.873,148.075,-3.803,0.128,0.0,0.354,0.0244
79,"['dance pop', 'pop', 'post-teen pop']",0,86,0.6,0.217,0.676,88.928,-6.447,0.0652,0.0,0.0741,0.154
80,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",70,90,0.823,0.682,0.563,98.031,-5.095,0.0443,0.0,0.0851,0.0399
81,"['australian indie', 'australian pop', 'dance pop', 'folk-pop', 'modern rock', 'pop', 'pop dance', 'pop rock', 'tropical house']",69,67,0.705,0.457,0.78,142.028,-6.267,0.0805,0.00152,0.115,0.456
82,"['indie pop rap', 'pop rap']",60,55,0.405,0.602,0.846,82.232,-3.57,0.195,0.0,0.0666,0.0948
83,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",67,83,0.854,0.784,0.766,118.004,-4.697,0.141,0.0,0.0793,0.0242
84,"['dance pop', 'pop', 'uk pop']",49,86,0.427,0.153,0.304,116.977,-9.661,0.0436,1.14e-05,0.111,0.759
85,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",67,80,0.644,0.527,0.57,113.945,-6.994,0.052,0.0,0.299,0.484
86,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",44,76,0.733,0.291,0.408,94.947,-7.834,0.0388,3.92e-05,0.11,0.679
87,"['emo', 'modern rock', 'rock']",79,82,0.393,0.56,0.858,176.042,-2.868,0.0729,0.0,0.102,0.00359
88,"['dance pop', 'pop', 'r&b']",69,87,0.747,0.56,0.705,136.024,-5.137,0.126,0.0,0.126,0.0128
89,"['pop', 'pop rock']",68,73,0.383,0.174,0.43,107.005,-8.644,0.0302,1.04e-06,0.0869,0.817
90,"['canadian contemporary r&b', 'canadian pop', 'pop']",0,97,0.48,0.506,0.682,167.939,-4.94,0.13,0.0,0.0463,0.0696
91,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.47,0.289,0.431,157.98,-6.129,0.0342,0.0,0.0854,0.329
92,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",49,79,0.746,0.751,0.877,107.985,-3.782,0.0666,0.000833,0.233,0.0375
93,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",66,78,0.68,0.647,0.942,123.976,-4.208,0.0631,0.0013,0.117,0.175
94,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",73,92,0.781,0.395,0.728,102.99,-4.981,0.0621,1.94e-06,0.257,0.0509
95,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",32,82,0.776,0.412,0.574,121.03,-9.882,0.0317,7.83e-05,0.131,0.466
96,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",62,76,0.67,0.235,0.476,96.975,-6.253,0.0406,0.0,0.104,0.328
97,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",78,83,0.765,0.189,0.356,96.991,-5.556,0.195,0.0,0.0963,0.223
98,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']",76,83,0.636,0.636,0.815,123.063,-5.098,0.0581,0.0,0.163,0.0185
99,"['chicago bop', 'pinoy hip hop']",0,55,0.819,0.964,0.768,139.982,-8.522,0.134,0.0,0.334,0.234
100,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,81,0.589,0.251,0.658,77.521,-5.288,0.203,0.0,0.118,0.0242
1,"['canadian contemporary r&b', 'canadian pop', 'pop']",0,97,0.681,0.535,0.594,186.054,-7.028,0.282,3.49e-06,0.134,0.165
2,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",84,98,0.792,0.37,0.625,103.967,-5.609,0.0536,0.0018,0.329,0.00776
3,"['canadian pop', 'pop']",0,96,0.609,0.515,0.378,100.418,-9.828,0.438,0.0,0.28,0.835
4,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,86,0.748,0.661,0.524,95.01,-5.599,0.0338,0.0,0.111,0.414
5,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.471,0.289,0.431,157.98,-6.129,0.0342,0.0,0.0854,0.329
6,"['pop rap', 'rap', 'trap', 'viral trap']",70,69,0.576,0.236,0.766,144.833,-4.943,0.449,1.68e-06,0.366,0.028
7,"['alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']",0,73,0.672,0.379,0.589,120.036,-5.008,0.049,0.0,0.0962,0.082
8,"['australian dance', 'australian pop', 'pop']",67,88,0.592,0.728,0.8,89.972,-4.931,0.215,2.01e-06,0.0775,0.0561
9,"['dance pop', 'pop']",3,93,0.623,0.37,0.734,107.853,-5.948,0.107,1.75e-06,0.145,0.0162
10,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",75,92,0.725,0.558,0.534,91.974,-6.238,0.0946,0.0,0.0919,0.0752
11,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",86,84,0.764,0.672,0.705,101.003,-5.279,0.0278,1.94e-05,0.0943,0.0371
12,"['canadian pop', 'pop']",80,96,0.654,0.41,0.76,99.945,-3.669,0.045,0.0,0.299,0.0797
13,"['dance pop', 'pop']",76,83,0.666,0.702,0.83,113.03,-5.715,0.0751,0.0,0.191,0.0123
14,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",59,81,0.588,0.429,0.702,124.909,-4.271,0.0496,0.0,0.089,0.104
15,"['canadian pop', 'dance pop', 'pop', 'viral pop']",73,90,0.687,0.743,0.761,113.939,-4.582,0.0876,0.0,0.147,0.102
16,"['tropical house', 'uk contemporary r&b', 'uk dance']",45,78,0.583,0.276,0.732,145.992,-5.728,0.0457,9.86e-06,0.269,0.00312
17,"['dance pop', 'pop', 'viral pop']",79,86,0.728,0.352,0.563,100.017,-8.053,0.134,0.0,0.179,0.621
18,"['dance pop', 'piano rock', 'pop', 'pop rock']",70,86,0.552,0.349,0.689,99.961,-6.444,0.0425,0.0,0.27,0.0915
19,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",1,84,0.773,0.8,0.747,126.014,-4.061,0.0889,8.23e-06,0.11,0.0239
20,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",79,92,0.671,0.296,0.314,110.898,-8.091,0.244,0.0,0.0825,0.11
21,"['canadian pop', 'dance pop', 'pop', 'viral pop']",82,90,0.444,0.747,0.819,82.695,-4.078,0.341,0.0,0.107,0.106
22,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",71,68,0.681,0.181,0.521,94.997,-5.849,0.141,8.41e-05,0.108,0.12
23,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0,79,0.608,0.501,0.798,92.943,-5.092,0.0432,0.0,0.156,0.0736
24,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",1,75,0.657,0.543,0.739,181.994,-4.081,0.274,0.0,0.178,0.141
25,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",79,87,0.631,0.465,0.927,123.962,-2.787,0.0332,0.119,0.148,0.199
26,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",73,86,0.713,0.343,0.802,100.001,-7.055,0.0561,0.00377,0.309,0.0435
27,"['dance pop', 'pop', 'post-teen pop']",0,76,0.695,0.532,0.615,99.817,-4.194,0.104,0.0,0.104,0.379
28,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",76,82,0.501,0.168,0.519,133.99,-5.88,0.0409,0.0,0.454,0.109
29,"['permanent wave', 'pop']",82,92,0.491,0.412,0.693,90.027,-6.487,0.0377,6.92e-06,0.325,0.211
30,"['dance pop', 'pop']",0,93,0.648,0.603,0.738,159.145,-5.883,0.247,0.0,0.292,0.0408
31,"['pop', 'talent show', 'uk pop']",74,83,0.696,0.479,0.543,107.969,-6.164,0.0489,0.0,0.0939,0.308
32,"['boy band', 'pop', 'post-teen pop', 'talent show']",72,89,0.655,0.802,0.699,86.704,-4.421,0.0493,0.0,0.064,0.0352
33,['pop rap'],70,73,0.617,0.505,0.567,90.246,-4.188,0.0828,0.0,0.0933,0.0584
34,"['folk-pop', 'pop', 'pop rock', 'stomp and holler']",0,81,0.664,0.621,0.576,76.026,-6.429,0.0286,0.000198,0.0902,0.63
35,"['dance pop', 'pop', 'post-teen pop']",58,81,0.679,0.195,0.407,111.814,-7.778,0.0302,0.0,0.122,0.699
36,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.377,0.264,0.595,144.464,-5.936,0.0489,0.0,0.095,0.303
37,"['dance pop', 'pop', 'post-teen pop']",69,86,0.672,0.438,0.593,98.02,-4.01,0.0304,0.0,0.214,0.0223
38,"['metropopolis', 'modern rock', 'pop', 'pop rock']",65,80,0.73,0.877,0.758,120.041,-4.888,0.0653,0.0,0.311,0.147
39,"['dance pop', 'pop', 'post-teen pop']",68,70,0.654,0.401,0.623,123.996,-5.273,0.082,0.0,0.144,0.253
40,"['dance pop', 'pop']",0,93,0.677,0.297,0.604,134.052,-5.32,0.0385,0.0,0.353,0.0612
